Time,Type,Status
8.35945779928478e-5,2,0
8.14514881386763e-5,3,1
1.906229092100609e-4,4,0
2.0186460417801817e-4,2,0
3.1537208082397123e-4,1,0
1.8784688504365268e-4,4,0
4.5951786599764194e-5,4,1
1.2152487462268165e-4,2,1
1.1125150259631385e-4,1,0
1.0252043761994224e-4,3,0
1.0688346830630967e-4,2,0
2.986162062414014e-4,3,1
2.684327785694851e-4,4,1
3.0912000521365147e-4,4,0
5.0629757854122074e-5,3,1
2.7445586261674673e-5,4,0
2.0542715144297025e-4,3,0
5.571177724967092e-5,4,1
4.114924042692244e-5,4,0
1.5199160210632208e-4,3,1
2.2227836375350327e-4,1,1
1.653984910377835e-4,4,1
1.222026742079506e-4,1,1
4.508297562438948e-4,2,0
1.0175738073244195e-4,1,1
1.2341345870079778e-4,4,0
2.4785393827882413e-4,1,0
1.7941835781432202e-4,2,1
2.4037507958672754e-5,1,1
1.9635221907426492e-4,2,1
2.221487387401488e-4,4,1
2.899329422906104e-4,4,0
1.8167478444109405e-4,1,0
1.4502499795869292e-4,3,0
2.1153486011616263e-4,3,1
1.4954145589656353e-4,3,0
1.2745119518899214e-4,3,1
1.5390060218636647e-4,3,1
2.675094822362514e-4,1,0
2.3347552936023265e-4,2,0
1.0063796087210884e-4,3,1
2.677383688147003e-4,1,0
2.014513388927547e-4,4,0
2.1510478195441843e-4,1,0
1.5960711736742674e-4,2,0
8.315235009234009e-5,4,0
1.362787834100946e-4,2,1
2.7227249421532404e-4,3,1
1.8188310507042405e-4,1,1
8.43953408926661e-5,4,0
2.1608241598578264e-4,2,0
2.3036351650719184e-4,2,1
5.382862129907971e-5,1,0
2.4862900263645468e-5,3,0
1.1843698187167502e-4,2,1
1.71122111119616e-4,1,0
1.9853043644520613e-4,3,1
1.768979690035148e-4,1,0
2.7425571184948555e-4,1,0
1.278179412990595e-4,2,0
1.683119278035687e-4,3,1
1.0038561081682119e-4,4,1
1.4071617175680988e-4,2,1
1.9601304755222155e-4,1,1
1.692496195829632e-4,4,0
1.3600125809721693e-4,1,1
1.9571834664471684e-4,2,1
1.868352255754516e-4,1,1
3.386869463204106e-4,4,0
1.9490820303561196e-4,4,0
1.8268989361819432e-4,3,1
8.537989350166617e-5,2,0
1.8604243344598638e-4,4,0
2.0229339966727408e-4,2,1
3.131258831037594e-4,1,1
1.1497699248365737e-4,2,0
3.6200834190945434e-4,1,1
2.7461423432724826e-4,3,0
3.609735886262185e-5,1,1
1.7089495156507713e-4,1,1
3.458060713823646e-4,2,1
1.219574085621692e-4,4,1
2.70195470079949e-4,3,1
5.485044514961502e-5,1,1
2.7917064941143947e-4,1,0
1.799875931949868e-4,1,0
1.3556247039580964e-4,3,1
2.58883952548677e-4,1,1
1.961116839773688e-4,4,0
3.8243216125846074e-5,1,0
2.3419445885249326e-4,2,0
3.436958554791428e-4,3,1
4.944194156004304e-5,1,1
2.9305477281844867e-4,3,1
1.4117340205180333e-4,3,1
6.058838196840362e-5,2,1
2.090738442409289e-4,4,1
6.099708889430313e-5,2,0
1.3549542663658938e-4,3,0
1.2876776743261445e-4,1,1
9.071792488383169e-5,4,0
1.1810289432633959e-4,2,1
1.1211514443985731e-4,4,0
2.1741242650440788e-4,1,0
1.2951098582255222e-4,4,0
1.7974350385621625e-4,2,1
3.4018591937825317e-4,3,1
1.1678652534216654e-4,1,1
3.133580831883723e-4,1,0
1.601720726966631e-4,4,1
2.7154357062047775e-4,2,1
2.3115820932690203e-4,3,1
5.114360342354624e-5,3,1
2.1267488533645542e-4,1,0
1.814171921433064e-4,2,1
1.7322836758150125e-4,3,0
6.684910846418819e-5,4,1
8.683941850127038e-5,1,1
1.3173464287681731e-4,1,0
5.4666838669629886e-5,2,1
1.0384116259495094e-4,4,0
2.958745248012082e-4,4,0
1.0716739678517375e-4,1,0
3.882041557282248e-4,4,0
8.961801398643328e-5,3,0
8.234920318228219e-5,2,1
2.2119968366399558e-4,1,0
2.6144609575142396e-4,1,1
1.0391483436482632e-4,4,0
7.044384700867174e-5,3,1
1.370340068452711e-4,3,1
3.081112376468524e-4,2,0
1.4115186887993987e-4,4,1
7.306284958446906e-5,1,0
6.503786699465793e-5,2,1
1.8599820270905713e-4,1,0
7.1206042535444e-5,2,0
1.331887754683617e-4,2,0
1.8030080738079524e-4,4,0
1.9168331461085576e-4,4,1
1.9406521152648005e-4,1,1
2.247782192914604e-4,4,1
1.3546252482285305e-4,2,0
4.106324305083246e-4,2,1
1.2105491173116701e-4,1,1
2.9831205802367233e-5,2,0
1.9690683686728513e-4,3,0
1.730003377461098e-4,2,0
8.839861438604348e-5,4,0
1.327717488187577e-4,4,1
3.560737581820594e-4,4,0
1.605867961686217e-4,3,1
2.305789547290028e-4,2,0
1.953356402777597e-4,4,0
1.5138564271913443e-4,2,1
3.7074082654076914e-4,2,0
3.125507907626028e-4,3,0
1.438675345194898e-4,2,0
3.6897594890892193e-4,1,0
1.4615393459696999e-4,4,1
8.778412536634198e-5,1,1
3.0204022378908714e-4,4,1
2.0738638774320145e-4,1,1
2.290265672375051e-4,2,0
1.3483416459506294e-4,2,1
1.723335241552114e-4,1,1
4.2066436756450315e-4,2,1
2.9854587159674247e-5,1,0
8.209234713923203e-5,1,0
9.584912134546095e-5,4,1
5.161482437636459e-5,2,1
1.7900071644751914e-4,3,0
1.763296191516905e-4,4,0
2.392901173029873e-4,3,0
5.255189272683584e-5,4,0
7.890917965728476e-5,1,0
1.7493060491294247e-4,2,1
1.4579046575252807e-4,4,0
8.393146157366212e-5,1,1
1.971940773904894e-4,2,0
2.504761666004611e-4,1,1
1.0508011305761587e-4,1,1
1.2584945943327233e-4,3,1
9.11340330798784e-5,3,1
1.7333112588788284e-4,3,1
1.353586300116142e-4,3,0
3.752186164475156e-4,1,0
2.184908246600657e-4,1,1
4.4629844438766125e-4,4,0
2.936925156720712e-5,4,1
5.644171718266938e-4,3,0
1.791941054423227e-4,1,0
9.843090561334933e-5,3,1
1.923232597977157e-4,2,0
1.0320439010598493e-5,2,0
1.7372708509464654e-4,4,0
3.422053768014449e-4,2,0
3.138940620246449e-4,1,0
6.308149761473636e-5,1,0
3.7104483888382645e-4,2,0
1.8184457543666014e-4,2,1
2.27797944455859e-4,1,1
4.869120680977442e-5,3,1
1.1105105503416431e-4,2,0
1.4637108223799526e-4,1,1
1.3800814980708512e-5,3,0
3.289394615301732e-4,1,1
9.087552377911516e-5,4,0
5.8897828123503794e-5,2,0
8.926640607734274e-5,4,0
7.830290632139105e-5,2,0
1.4500684910098518e-4,3,0
1.9174803747044073e-4,1,0
9.230069107156378e-5,3,0
1.5174744256133438e-4,2,1
2.330569809874502e-4,1,0
1.0740757153657803e-4,2,1
1.5395852276173615e-4,4,0
4.442588250039951e-5,4,0
3.430874915632469e-4,4,0
2.3455159810089314e-4,3,1
2.0387740782439598e-4,1,0
2.8448665334998243e-4,2,1
6.898247948676893e-5,4,0
1.1631036657016829e-4,4,1
1.9297700474846664e-4,3,1
2.64072069019745e-4,2,1
1.8192864609809005e-4,2,0
3.217639516057377e-4,4,1
9.358929829088516e-5,3,0
1.24253175206856e-4,1,0
2.498323216758427e-4,4,0
2.1830144344639374e-4,4,1
1.5784692475003286e-5,3,1
8.631673952731534e-5,1,0
1.1971191086560035e-4,3,0
1.3714890580917522e-4,1,1
1.9276996480157107e-4,4,0
5.310838655764432e-5,1,1
1.2492385005094766e-4,4,0
2.52021867898227e-4,4,0
1.6868572749430215e-4,3,1
1.3438151615677643e-4,1,1
1.1347673073489217e-4,1,1
2.664496938369232e-4,2,0
1.8672101495701446e-4,3,1
1.3644815550032085e-4,2,0
2.735580660631403e-4,2,1
7.030411554565258e-5,3,1
3.7085775633083384e-5,1,1
1.8567929691301927e-4,4,0
3.193653596710905e-4,4,0
1.8381908321456395e-4,3,0
1.0473695467285754e-4,1,1
2.3762095551158892e-4,4,1
2.2144477192043578e-4,3,1
2.129022357369314e-4,4,1
2.51355654857989e-4,1,1
1.388780893678568e-4,1,0
1.280222243754083e-4,3,1
1.4768126241360537e-4,4,0
2.1392959863477033e-4,2,0
1.278415605492527e-4,4,0
1.7203759177652675e-4,3,1
1.8252516607461563e-4,3,1
1.0834017232065914e-4,1,1
6.545691546390059e-5,3,1
0.00025799672578355823,2,1
2.2728755195101322e-4,2,1
2.320092616484764e-5,4,1
3.3284382779447016e-4,2,0
1.774831119612709e-4,1,1
5.2678550770333854e-5,2,0
4.5676827692199925e-4,3,0
1.780797959097093e-4,2,0
3.953831559538758e-4,3,1
4.443160142628033e-5,3,1
2.2952770107618104e-4,4,0
4.356305104923363e-5,1,0
1.8419909285509998e-4,4,0
2.613703803139586e-4,3,1
1.0585851665303252e-4,2,1
2.4170516156912707e-4,4,0
1.886548794056334e-4,4,0
3.9450220381892446e-5,1,0
2.685287525547866e-4,2,0
1.480797563798712e-4,4,1
1.3491325044983157e-4,1,1
2.6436486852572514e-4,3,0
3.466482904995654e-4,3,1
1.7640693261464194e-4,4,0
1.4872579346073957e-4,3,1
8.572674469215512e-5,3,1
3.42565206639375e-5,2,0
3.708705729972484e-4,4,0
2.918195078614892e-4,4,0
2.870268958623152e-4,1,1
1.0311743189403393e-4,4,0
2.3715322280039517e-4,1,0
8.764376546703324e-5,4,0
1.872225846201876e-4,3,1
6.452347750137276e-5,2,0
1.4450069038257111e-4,3,1
1.8629100154179758e-4,1,1
3.686913690942031e-4,3,1
1.1221253115144383e-4,3,1
1.3583003182581396e-4,4,1
4.568211051973833e-5,1,1
1.9099663300106142e-4,1,1
8.865336203627309e-5,2,0
2.344607632732287e-4,1,1
4.986803303907311e-4,1,1
3.5649613154621493e-4,4,0
1.5260375230462494e-4,4,1
4.593569546143546e-5,1,1
1.4989506460809165e-4,2,0
1.9133663474886118e-4,1,0
2.4911284706020487e-4,2,1
5.61996576410361e-5,4,1
3.056627519186689e-4,2,1
1.3137095194461798e-4,2,0
1.4787515847744122e-4,4,1
1.4053375691667715e-4,2,0
1.859498659327761e-4,3,1
1.0053574827125844e-4,4,0
1.0597798426239822e-4,1,0
2.766226005107422e-4,4,0
1.2072116412524204e-4,4,1
1.0934563061347187e-4,1,1
1.0466414693451039e-4,3,1
3.1933751908090694e-4,1,1
2.3088017486197777e-4,3,1
1.5491770897708306e-4,3,1
4.1789259273412584e-5,3,1
8.501955898228272e-5,2,1
1.7449349499561428e-4,2,0
3.010868294276485e-4,3,0
3.68509852479787e-4,4,0
1.6637489871780875e-4,2,0
1.2135274932275064e-4,4,0
3.844030708047586e-4,1,1
3.4632792998029005e-4,2,0
1.411270489341846e-4,2,0
3.4838086606503315e-5,4,0
9.521350146960388e-5,3,1
3.1816908201085355e-4,3,0
1.9318981525120722e-4,2,0
5.2704485884853174e-5,3,1
1.527932306428163e-4,3,1
1.900728780411779e-4,1,0
1.4627361499078135e-4,3,1
1.9338375789411605e-4,1,1
1.6098420704074265e-4,2,0
1.2123259048493629e-4,1,1
1.4832838358935164e-4,2,0
2.863355868464905e-4,1,1
2.2857444329326377e-4,2,0
5.5524819171207144e-5,2,0
7.670020786777644e-5,1,1
9.036148276347615e-5,4,1
1.1641745185388025e-4,4,0
1.947876195424203e-4,2,0
1.3267550935777038e-4,1,1
2.492680149766584e-4,4,1
2.1657724685062983e-4,3,1
2.036830303717823e-4,2,0
1.2732752774008115e-4,3,1
2.448764799839336e-4,3,0
2.8911317558463203e-4,3,0
1.4660094129168835e-4,2,0
1.1586805908140605e-4,4,0
7.37240499082389e-5,4,0
1.5663987709676794e-4,2,0
2.68566219673404e-4,4,0
4.302162533789981e-5,2,1
1.3784911515110296e-4,4,0
1.103520376933156e-4,3,1
2.4985001896382143e-4,2,0
7.894590588290798e-5,1,0
1.0494083331278144e-4,3,1
1.258563585291846e-4,4,0
1.0668415097488096e-4,1,1
1.1980602611197036e-4,1,0
7.868995249629224e-5,4,1
2.4805612580864684e-4,1,1
2.721388851003114e-5,4,1
2.8205634688086104e-4,4,0
1.5816428080582277e-4,1,0
4.9558927834405026e-5,4,0
3.248554751304488e-4,1,0
1.2851220336188495e-4,4,0
9.27343858440241e-5,1,0
2.644174725709076e-4,1,1
1.8157726428148422e-4,3,0
2.463967756851857e-4,1,0
1.4891792839414174e-4,4,1
6.40215916653725e-5,2,0
2.181164085894678e-4,1,0
7.068531191667088e-5,4,0
2.4957565859721955e-4,4,1
2.915982170842099e-5,3,1
1.5903014552359033e-4,1,1
2.9254336411640866e-4,1,0
1.9482997517880513e-4,1,0
5.40696846292446e-5,3,1
2.1273884890587915e-4,1,0
1.4969805852561966e-4,2,0
2.630608410930284e-5,3,1
3.378010209781638e-4,1,1
8.153325645680589e-5,4,0
1.2567605689754475e-4,1,0
1.3888389847542678e-4,1,0
2.4478068161540436e-4,3,1
8.811732437219682e-5,1,1
1.3501847680646786e-4,1,1
6.0989282985027143e-5,3,1
2.5833384207715743e-4,4,0
1.0635087002726578e-4,1,1
1.0612395746353805e-4,4,0
1.6978549006149867e-4,1,0
1.929676137548972e-5,2,0
1.1282139516441548e-4,3,1
1.7068474821302547e-4,4,0
1.6584131220047225e-4,3,1
4.5035223053373154e-5,4,0
4.34176501987312e-5,3,1
1.0397808918662191e-4,3,1
1.2138543484511431e-4,1,1
1.3663019419853838e-4,1,0
1.5110664034609844e-4,4,1
7.198497677996448e-5,4,0
2.1748795811749684e-4,4,0
2.7162513071670374e-4,2,0
1.419056949488381e-4,3,0
1.4564687452156365e-4,4,1
8.674270491221073e-5,2,0
1.6511852228947451e-4,2,1
5.342366662025729e-5,4,1
2.1566789361921043e-4,4,1
2.3979254207875998e-4,1,1
2.4262196284414596e-4,4,0
1.3553319701592424e-4,3,1
1.924733191110107e-4,4,1
1.4152700422952446e-4,3,0
8.115399276533728e-5,3,1
3.4099412880033805e-5,3,1
4.7452640498789517e-05,1,1
1.879114692967229e-4,4,1
1.0250376036700915e-4,3,1
2.0327894608614913e-4,1,1
1.3932983673121832e-4,4,0
2.9268987988546164e-4,3,1
1.0033829277224231e-4,4,1
2.486012413466987e-4,1,1
1.6231412668899818e-4,2,0
2.5669837318346896e-4,3,1
1.0157344869199287e-4,1,1
1.6843684378662686e-4,2,0
2.8896005399610305e-4,2,0
3.7517168079063214e-4,2,0
8.332794365733532e-5,2,1
1.6049625683009947e-4,4,1
1.220644066282892e-4,4,1
1.8182039828648866e-4,4,1
1.3089274442929394e-4,4,1
2.1511640019044844e-4,3,0
1.096443140737134e-4,4,0
8.73848505441271e-5,1,0
6.465427678266419e-5,1,0
2.715666736733988e-4,1,1
1.4665122352131878e-4,2,0
1.5500148288178392e-4,3,1
1.3002904257252497e-4,1,0
