Time,Type,Status
216.5638034747297,2,1
842.8361971731662,3,0
833.1456658655839,2,0
12.396720057204158,4,1
851.7383855244178,2,0
3206.602770110351,2,0
1201.450858399582,4,1
3948.675715688477,1,1
181.68873217684057,4,1
832.8929194300761,1,0
126.42219062480775,1,1
644.5115563517755,4,0
98.38775744866024,3,0
327.4181893842947,4,0
1375.818467687782,1,1
104.34134886550117,4,1
635.331785221286,2,0
210.12733139011863,3,0
221.16574751001195,4,0
753.652385931789,1,0
49.778925767048456,4,1
102.97166253015178,3,0
527.6988753128953,3,0
391.324665399498,1,1
2.6333951202899275,3,1
26.260574889594324,2,0
890.5635214916683,4,0
36.56964665288109,4,0
2090.211836395037,4,1
3254.7129300086135,3,1
262.4197046722445,3,1
1327.529488392619,3,0
47.280779571895025,2,0
120.99344894939802,3,0
131.88801617782707,2,0
1381.743534014665,4,0
680.6294779034246,4,0
246.17576730826784,2,0
555.6662597810291,4,1
77.51336816135846,3,1
256.2197026853248,2,1
501.0930955187034,1,1
952.3309485995235,4,1
463.8861045024929,2,0
586.4841081898362,4,0
267.85776592674404,1,0
298.69350463053325,2,0
607.7858193957896,1,0
377.83439059566183,4,1
1000.1427112364585,3,1
1272.4259416521927,4,1
1241.7430327693633,1,0
466.17106611260726,4,1
188.69050213134898,1,1
331.6968045299735,3,1
2422.3075124309635,3,0
180.05120847527724,2,1
62.27539838667284,1,0
284.9292618413175,1,1
100.59883121279101,3,1
4091.6597645466722,3,0
1433.9973514933688,1,0
4054.6673376152685,2,0
1458.919138627011,4,0
237.447882194628,3,0
251.7998610248109,4,1
41.09935302814138,1,1
1142.9274767969312,2,0
101.20273300301363,3,1
462.29921738070476,4,1
335.5328586263606,3,0
1226.50270009749,3,1
481.6332881705938,2,1
163.97744784416713,3,0
539.6814087146984,3,0
106.2250505760729,2,1
968.4042031300899,2,0
62.826651336275404,3,1
306.7191662298536,3,1
235.2779435279968,1,0
1360.7178297424043,1,1
1013.3487558870402,1,0
410.57322455611114,2,1
7043.306699571932,2,0
181.39992428442463,2,0
15.43359324681881,1,0
547.7857662207526,3,1
152.98126097100862,2,1
1485.4167179477536,3,0
70.77121421312316,3,0
9.561998289856932,3,0
1388.61662400013,4,0
1154.4957336772143,1,0
921.0946162965689,2,1
264.6449217118756,3,0
723.1660540795347,2,0
677.3918037022164,3,0
1132.3206434954814,1,1
840.6514172364084,3,0
721.8476745446441,1,0
96.59121007182958,1,1
775.1625586754269,2,1
1476.2416422531733,2,0
616.8443975923128,1,1
217.05938022339532,4,0
111.94708110506002,4,0
19.423108778629185,4,0
1395.4064817754918,4,0
71.0318127381282,2,1
119.18802740171964,1,0
18.572974292745627,1,0
9.602241074254891,4,0
441.18539086332964,1,0
366.81313699151355,1,1
3055.748931636149,1,0
156.8182432376082,3,0
53.97949713657169,1,1
876.4042422370894,3,1
163.93398139150017,4,1
1226.006869456986,4,1
311.65779002365525,1,1
180.11885773211023,2,1
3.0121294319893632,1,1
470.05710909575396,2,1
175.40449124055058,3,0
156.2945149909827,4,0
402.1269606127944,2,1
505.78551885498734,3,0
453.2438315539862,4,0
180.85083796604007,2,0
44.21734508007602,2,1
373.36924013557194,1,0
820.4096145874469,1,1
900.2537429967579,1,0
27.11069955561762,1,0
70.08687236440836,4,1
157.71495490278232,3,0
365.51449307297435,4,1
310.0726820850035,4,1
182.94330945918347,4,0
