"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HOUSECOST","RENT","IDX2015","Q","2017-Q4",108.264360167333,
"IRL","HOUSECOST","RENT","IDX2015","Q","2018-Q1",109.295401064126,
"IRL","HOUSECOST","RENT","IDX2015","Q","2018-Q2",110.70747851573,
"IRL","HOUSECOST","RENT","IDX2015","Q","2018-Q3",111.761033704555,
"IRL","HOUSECOST","RENT","IDX2015","Q","2018-Q4",113.230042339833,
"IRL","HOUSECOST","RENT","IDX2015","Q","2019-Q1",114.426084949248,
"IRL","HOUSECOST","RENT","IDX2015","Q","2019-Q2",115.731237133895,
"IRL","HOUSECOST","RENT","IDX2015","Q","2019-Q3",117.222061598298,
"IRL","HOUSECOST","RENT","IDX2015","Q","2019-Q4",118.056874498092,
"IRL","HOUSECOST","RENT","IDX2015","Q","2020-Q1",118.533611244403,
"IRL","HOUSECOST","RENT","IDX2015","Q","2020-Q2",116.915254038206,
"IRL","HOUSECOST","RENT","IDX2015","Q","2020-Q3",117.253078649669,
"IRL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",116.739114747854,
"IRL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",117.730470846552,
"IRL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",119.280948287408,
"IRL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",121.117601142896,
"IRL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",124.023239992176,
"IRL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",126.054413124577,
"IRL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",129.358187798371,
"IRL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",133.114665456232,
"IRL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",139.106399575027,
"IRL","HOUSECOST","RENT","IDX2015","Q","2023-Q1",145.07094268346,
"IRL","HOUSECOST","RENT","IDX2015","Q","2023-Q2",151.405313859079,
"IRL","HOUSECOST","RENT","IDX2015","Q","2023-Q3",157.385109158292,
"IRL","HOUSECOST","RENT","IDX2015","Q","2023-Q4",160.120911047799,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",2.950372561225,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",2.99919357660491,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",3.0736562081484,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",3.1420326884898,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",3.18599839209232,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",3.20259014217597,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",3.21418133982393,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",3.24190591217063,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",3.30650679870058,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",3.2802992745144,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",3.38194224955341,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",3.53996893727888,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",3.59091042705742,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",3.57980167239751,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",3.74191840271184,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",4.41060968152482,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",5.36513472223557,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",6.41081363231076,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",7.11137084529547,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",7.25780445172265,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",7.11159298865583,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",7.08454954039022,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",7.18949680731894,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",7.48925262251466,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",7.98091989345919,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",8.65898724411919,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",9.35534048746616,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",9.92589661516145,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",10.3051279685289,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",10.4648219971845,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",10.5229238654723,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",10.6099530653384,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",10.8759393252434,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",11.3751158386243,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",12.2978818232584,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",13.5944856728574,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",14.7316150910254,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",15.0370512743405,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",14.7719765608144,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",14.3375576827882,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",14.7488094281149,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",16.5739041543517,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",19.5098060378619,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",22.637060480023,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",24.8539005455361,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",25.0849912233369,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",24.7920988821836,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",25.2692831469125,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",26.6139647081612,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",28.0916425958323,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",29.1858771044159,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",29.2773387534001,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",29.1120237055326,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",29.1886146502114,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",29.3605183945166,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",29.1409610398033,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",28.9397505371841,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",28.9960099486863,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",29.0066085329631,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",28.5108356222687,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",28.0170188577063,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q2",28.0479453671194,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q3",28.3558583096826,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q4",28.5898486400281,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q1",28.7677166930535,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q2",29.0292482212834,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q3",29.364953917822,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q4",29.8476821724714,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q1",30.4550131251423,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q2",31.2772527331416,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q3",32.1213905346842,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q4",32.9752711774236,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",33.4319312959411,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",33.5765382560191,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",34.9007001383052,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",38.7730227585975,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",42.7814041904523,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",45.1167635880113,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",46.979587166979,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",50.174155088797,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",53.4379441382809,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",55.6507251202606,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",57.0785038473536,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",58.6985183867033,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",60.560239558556,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",61.8757441874053,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",63.0558417338672,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",64.2575443056351,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",65.340672427902,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",66.1168743453751,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",66.7383635265423,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",67.0219166174585,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",67.1949490431817,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q2",66.7910492174194,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q3",66.2059593104286,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q4",65.6246028873075,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q1",64.9390814168281,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q2",64.6156671912794,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q3",64.1097461302571,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q4",64.5745644635651,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q1",64.947039159894,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q2",65.1984934502618,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q3",65.2932588916591,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q4",64.7807843349524,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q1",64.2145062158066,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q2",63.4789088482489,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q3",62.6315255060368,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q4",61.3139618321588,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q1",59.9898272280666,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q2",59.9383263569327,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q3",59.8358642577078,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q4",60.2512359516439,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q1",60.6996140725622,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q2",60.980941539685,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q3",61.2706290030387,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q4",62.0711251645913,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q1",62.9455282286956,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q2",64.0575660089011,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q3",65.2385516291303,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q4",66.4335496303076,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",67.7463605421923,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",69.2799420241978,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",70.9189475901263,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",72.1076677246774,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",73.4200571164815,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",74.8742617806215,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",76.4295653420954,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",78.2957478846327,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",80.257812772388,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",82.0254283605487,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",83.8741900351468,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",85.8896248174422,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",87.948518220076,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",90.3471881743435,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",92.7834330173213,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",95.0992503761767,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",97.4180409770039,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",99.6070307151153,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",101.786236300573,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",103.735448465243,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",105.655761793601,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",107.343296083154,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",108.973619420785,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",110.930456685774,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",112.839699144355,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",114.419713211659,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",115.943921365674,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",117.561454699258,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",119.171849920054,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",120.481613560137,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",121.781602957936,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",123.08594270852,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",124.434892034424,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",123.659748889568,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",122.991610314109,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",121.6221455857,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",120.293315145052,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",118.965844557702,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",117.876395273224,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",117.450586344758,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",117.081527810465,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",117.72801287578,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",118.621861667261,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",118.968597646494,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",118.698018299068,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",120.480523401162,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",120.073264236199,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",119.548194063572,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",119.494908374819,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",117.844501800937,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",115.627591538899,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",113.632998285344,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",110.997506734271,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",109.97863599019,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",108.313970378772,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",107.109886896767,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",106.213728648803,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",104.475801318523,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",103.194583447152,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",101.915886585523,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",100.183536849801,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.5794263429625,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.410481031761,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",99.8265557754758,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",100.296083969302,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",100.197791922803,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",100.413047751574,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",100.093076356321,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",99.5685231076477,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",99.1887898038015,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",98.9624820188247,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",98.9802050697253,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",99.0454910183008,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",98.6479505201231,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",98.1868458369259,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",98.6197126246494,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",98.0984562882412,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",98.419757733138,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",98.6496098028902,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",98.9321761757298,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",99.7984655852263,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",101.582257015761,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",99.674988457945,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",100.544288941068,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",101.491860388408,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",101.878559512266,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",103.80494030494,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",104.624639794387,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",106.109189289201,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",107.086761608816,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",106.810100191182,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",107.493948925431,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2023-Q1",107.193866391733,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2023-Q2",107.867328549228,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q1",109.752536599137,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q2",108.122226542121,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q3",107.504732637971,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q4",106.735332993017,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q1",105.313408472723,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q2",102.999269558444,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q3",100.569984350293,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q4",98.5897070636186,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q1",99.5283365700876,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q2",95.4577559689214,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q3",94.6799690230946,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q4",94.6928727880855,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1973-Q1",96.1005492661168,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1973-Q2",89.763416892975,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1973-Q3",87.6769869926588,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1973-Q4",96.830252348918,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1974-Q1",110.386464015388,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1974-Q2",125.538059024523,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1974-Q3",133.142227377801,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1974-Q4",129.922494686191,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1975-Q1",124.907350558729,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1975-Q2",117.670716000162,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1975-Q3",112.516897181169,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1975-Q4",110.337225863514,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q1",112.485810796319,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q2",115.241113279222,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q3",117.903202194473,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q4",118.77055096397,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q1",117.499452884183,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q2",113.827259449168,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q3",109.421960464846,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q4",105.676647153746,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q1",104.370583921549,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q2",104.861848843634,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q3",108.825197680149,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q4",115.160364112425,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q1",123.236413166898,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q2",119.045570426462,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q3",110.262944947591,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q4",100.708009418753,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q1",100.319681981948,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q2",105.14866684231,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q3",116.410180200363,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q4",127.856620938988,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q1",132.117677055951,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q2",127.39067731345,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q3",120.526671296098,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q4",117.671586497386,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q1",119.992554597711,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q2",121.046282405659,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q3",120.211958397903,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q4",115.461092474441,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q1",109.773538188623,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q2",106.090649020826,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q3",103.131408258632,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q4",99.0572445265724,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q1",95.3760450244349,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q2",92.4785504139867,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q3",89.6146872432504,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q4",85.5308094745431,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q1",80.8085492093088,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q2",79.2116951921971,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q3",78.6326497298399,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q4",77.9215572043824,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q1",77.34700590164,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q2",76.4942913307911,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q3",75.7190183748103,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q4",75.2554277117416,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q1",75.405021075173,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q2",75.7446001998983,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q3",76.0925281071077,
"ITA","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q4",76.3813977127905,
